time,ph,ntu,ntu3,ntu4,take,supply,pac
2013/11/7 20:00,7.2,13.82,0.68,0.79,9731,8967,30.11
2013/11/7 21:00,7.2,16.94,0.66,0.77,9695,8870,25.17
2013/11/7 22:00,7.2,16.63,0.61,0.7,9688,8747,25.19
2013/11/7 23:00,7.2,15.12,0.6,0.71,9750,8224,24.89
2013/11/8 0:00,7.2,15.8,0.6,0.69,9833,7188,29.8
2013/11/8 1:00,7.2,26.41,0.67,0.72,8038,6281,19.7
2013/11/8 2:00,7.2,19.5,0.44,0.6,5907,6005,33.01
2013/11/8 3:00,7.2,19.28,0.39,0.54,5902,5634,24.74
2013/11/8 4:00,7.2,18.25,0.42,0.54,5885,5486,33.14
2013/11/8 5:00,7.2,15.33,0.39,0.52,5866,5671,24.89
2013/11/8 6:00,7.2,14.62,0.4,0.53,5799,6042,25.18
2013/11/8 7:00,7.2,14.33,0.39,0.53,5788,7241,33.69
2013/11/8 8:00,7.2,14.72,0.38,0.52,6192,8748,23.58
2013/11/8 9:00,7.2,25.42,0.44,0.51,9745,8935,25.04
2013/11/8 10:00,7.2,25.8,0.48,0.59,9708,9556,30.18
2013/11/8 11:00,7.2,28.53,0.51,0.62,9718,9216,25.11
2013/11/8 12:00,7.2,31.97,0.55,0.68,9632,9120,25.33
2013/11/8 13:00,7.2,33.34,0.56,0.69,9617,8961,30.47
2013/11/8 14:00,7.2,23.89,0.54,0.62,9671,8358,25.23
2013/11/8 15:00,7.2,16.29,0.54,0.63,9731,8696,25.07
2013/11/8 16:00,7.2,18.55,0.55,0.66,9742,8612,25.05
2013/11/8 17:00,7.2,17.99,0.56,0.67,9782,8843,24.94
2013/11/8 18:00,7.2,17.5,0.58,0.74,9823,9384,24.84
2013/11/8 19:00,7.2,16.45,0.6,0.74,9831,9513,24.82
2013/11/8 20:00,7.2,15.96,0.64,0.78,9752,9246,25.02
2013/11/8 21:00,7.2,16.68,0.66,0.74,9729,9000,30.12
2013/11/8 22:00,7.2,18.2,0.62,0.7,9742,9094,25.05
2013/11/8 23:00,7.2,17.77,0.57,0.66,9699,8850,30.21
2013/11/9 0:00,7.2,16.15,0.57,0.66,9744,7992,25.04
2013/11/9 1:00,7.2,17.43,0.65,0.67,9817,7334,29.85
2013/11/9 2:00,7.2,17.75,0.61,0.65,7099,6902,27.47
2013/11/9 3:00,7.2,18.77,0.44,0.57,5848,6353,24.97
2013/11/9 4:00,7.2,16.85,0.44,0.59,5881,6313,24.83
2013/11/9 5:00,7.2,15.62,0.7,0.87,5889,6296,33.11
2013/11/9 6:00,7.2,13.39,0.5,0.6,5826,6427,25.06
2013/11/9 7:00,7.2,13.74,0.47,0.55,5825,7252,25.06
2013/11/9 8:00,7.2,16.74,0.44,0.5,9095,8837,26.83
2013/11/9 9:00,7.2,20.6,0.57,0.59,9762,9446,30.01
2013/11/9 10:00,7.2,22.54,0.53,0.56,9728,9543,25.08
2013/11/9 11:00,7.2,23.5,0.51,0.58,9657,9439,30.34
2013/11/9 12:00,7.2,25.32,0.54,0.54,9653,9367,25.28
2013/11/9 13:00,7.2,28.61,0.56,0.59,9633,8865,25.33
2013/11/9 14:00,7.2,27.12,0.55,0.57,9644,8469,30.38
2013/11/9 15:00,7.2,19.25,0.57,0.55,9725,8533,30.13
2013/11/9 16:00,7.2,14.11,0.59,0.56,9713,8575,25.12
2013/11/9 17:00,7.2,16.15,0.6,0.61,9758,8667,25.01
2013/11/9 18:00,7.2,16.76,0.64,0.68,9796,8867,24.91
2013/11/9 19:00,7.2,16.13,0.62,0.73,9802,9156,24.91
2013/11/9 20:00,7.2,13.65,0.6,0.68,9790,9134,29.93
2013/11/9 21:00,7.2,13.68,0.7,0.7,9779,8729,24.95
2013/11/9 22:00,7.2,13.86,0.67,0.7,9728,8711,25.08
2013/11/9 23:00,7.2,12.87,0.62,0.68,9745,8578,29.96
2013/11/10 0:00,7.2,14.16,0.61,0.66,9749,8000,25.03
2013/11/10 1:00,7.2,15.32,0.62,0.69,9719,6972,25.11
2013/11/10 2:00,7.2,14.44,0.54,0.62,6212,6451,23.66
2013/11/10 3:00,7.2,13.71,0.45,0.56,5821,6283,25.25
2013/11/10 4:00,7.2,18.19,0.44,0.6,5904,6061,24.9
2013/11/10 5:00,7.2,16.49,0.43,0.57,5841,6240,25.17
2013/11/10 6:00,7.2,14.33,0.42,0.59,5867,6429,25.06
2013/11/10 7:00,7.2,12.41,0.44,0.61,5811,7086,25.3
2013/11/10 8:00,7.2,14.24,0.45,0.61,7994,8304,24.39
2013/11/10 9:00,7.2,16.82,0.54,0.65,9788,8830,24.93
2013/11/10 10:00,7.2,20.37,0.54,0.58,9727,9229,25.08
2013/11/10 11:00,7.2,21.39,0.55,0.58,9718,9127,30.15
2013/11/10 12:00,7.2,23.19,0.55,0.62,9663,9072,25.25
2013/11/10 13:00,7.2,24.76,0.59,0.64,9663,8889,25.25
2013/11/10 14:00,7.2,24.86,0.59,0.67,9594,8174,30.44
2013/11/10 15:00,7.2,21.49,0.6,0.67,9649,8053,25.29
2013/11/10 16:00,7.2,17.61,0.57,0.7,9718,8132,25.11
2013/11/10 17:00,7.2,14.24,0.58,0.7,9767,8311,24.98
2013/11/10 18:00,7.2,14.42,0.61,0.68,9765,9151,24.99
2013/11/10 19:00,7.2,14.68,0.59,0.63,9768,9223,24.98
2013/11/10 20:00,7.2,15.42,0.63,0.64,9795,9025,29.91
2013/11/10 21:00,7.2,12.66,0.72,0.7,9797,8685,24.91
2013/11/10 22:00,7.2,12.17,0.67,0.69,9771,8647,24.97
2013/11/10 23:00,7.2,12.13,0.63,0.65,9738,8013,30.09
2013/11/11 0:00,7.2,16.6,0.62,0.65,8963,7396,27.22
2013/11/11 1:00,7.2,13.5,0.57,0.57,5788,6612,25.4
2013/11/11 2:00,7.2,14.01,0.48,0.54,5748,6406,25.57
2013/11/11 3:00,7.2,12.16,0.44,0.55,5800,5864,25.34
2013/11/11 4:00,7.2,12.59,0.41,0.58,5842,5887,25.16
2013/11/11 5:00,7.2,14.24,0.4,0.52,5845,5831,25.15
2013/11/11 6:00,7.2,13.95,0.39,0.52,5871,5921,25.04
2013/11/11 7:00,7.2,12.81,0.4,0.52,5825,7123,25.24
2013/11/11 8:00,7.2,13.9,0.42,0.54,7674,8499,25.41
2013/11/11 9:00,7.2,11.64,0.53,0.62,9792,9078,29.92
2013/11/11 10:00,7.2,12.36,0.56,0.63,9765,9390,24.99
2013/11/11 11:00,7.2,14.29,0.47,0.65,9774,9103,24.96
2013/11/11 12:00,7.2,14.99,0.52,0.61,9675,9291,30.28
2013/11/11 13:00,7.2,15.74,0.5,0.59,9661,9142,25.26
2013/11/11 14:00,7.2,15.89,0.5,0.6,9640,8587,25.31
2013/11/11 15:00,7.2,16.77,0.52,0.61,9628,8498,25.34
2013/11/11 16:00,7.2,15.43,0.55,0.66,9581,8502,25.11
2013/11/11 17:00,7.2,12.96,0.6,0.72,9729,8702,25.08
2013/11/11 18:00,7.2,10.83,0.63,0.68,9683,9417,25.2
2013/11/11 19:00,7.2,12.68,0.58,0.6,9775,9521,29.97
2013/11/11 20:00,7.2,14.84,0.59,0.56,9778,9293,24.95
2013/11/11 21:00,7.2,14.26,0.54,0.52,9826,9065,29.82
2013/11/11 22:00,7.2,13.32,0.6,0.58,9834,9059,24.81
2013/11/11 23:00,7.2,11.86,0.57,0.56,9841,8301,25.08
2013/11/12 0:00,7.2,11.63,0.58,0.57,9777,7883,24.96
2013/11/12 1:00,7.2,12.84,0.64,0.62,9777,7883,26.23
2013/11/12 2:00,7.2,16.71,0.47,0.51,5783,6575,25.25
2013/11/12 3:00,7.2,13.92,0.45,0.5,5776,6298,25.28
2013/11/12 4:00,7.2,12.53,0.37,0.47,5784,6361,25.24
2013/11/12 5:00,7.2,11.04,0.34,0.5,5840,6122,16.61
2013/11/12 6:00,7.2,10.07,0.31,0.52,5854,6158,33.14
2013/11/12 7:00,7.2,10.48,0.3,0.5,5857,7034,16.56
2013/11/12 8:00,7.2,14.13,0.34,0.49,9495,8549,25.7
2013/11/12 9:00,7.2,11.82,0.52,0.64,9905,9186,24.63
2013/11/12 10:00,7.2,10.78,0.49,0.59,9931,9523,24.57
2013/11/12 11:00,7.2,11,0.46,0.61,9821,9355,29.83
2013/11/12 12:00,7.2,15.09,0.48,0.57,9801,9233,24.9
2013/11/12 13:00,7.2,17.06,0.5,0.56,5857,7034,24.92
2013/11/12 14:00,7.2,18.94,0.46,0.54,9755,8377,30.04
2013/11/12 15:00,7.2,19.73,0.48,0.54,9761,8086,25
2013/11/12 16:00,7.2,21.87,0.53,0.57,9716,8166,25.11
2013/11/12 17:00,7.2,22.7,0.53,0.57,9742,8257,25.05
2013/11/12 18:00,7.2,18.55,0.51,0.57,9780,8885,24.95
2013/11/12 19:00,7.2,16.76,0.49,0.53,9821,9056,24.84
2013/11/12 20:00,7.2,14.01,0.48,0.52,9863,8536,29.71
2013/11/12 21:00,7.2,13.39,0.46,0.52,9905,8561,24.63
2013/11/12 22:00,7.2,14.26,0.45,0.56,9918,8281,24.6
2013/11/12 23:00,7.2,12.36,0.47,0.58,9891,8109,24.67
2013/11/13 0:00,7.2,12.67,0.41,0.53,6025,7364,24.23
2013/11/13 1:00,7.2,14.54,0.39,0.51,5839,6365,33.4
2013/11/13 2:00,7.2,18.8,0.34,0.49,5833,6284,25.03
2013/11/13 3:00,7.2,20.56,0.29,0.44,5822,5833,24.91
2013/11/13 4:00,7.2,20.35,0.3,0.44,5790,5559,25.22
2013/11/13 5:00,7.2,22.98,0.31,0.44,5815,5490,25.11
2013/11/13 6:00,7.2,23.1,0.32,0.44,5798,5666,33.46
2013/11/13 7:00,7.2,19.56,0.32,0.45,5843,6925,24.99
2013/11/13 8:00,7.2,18.93,0.33,0.45,8857,8165,33.08
2013/11/13 9:00,7.2,16.37,0.42,0.47,9884,8890,29.64
2013/11/13 10:00,7.2,16.56,0.44,0.44,9871,9050,29.68
2013/11/13 11:00,7.2,17.32,0.44,0.41,9848,8947,29.75
2013/11/13 12:00,7.2,19.78,0.46,0.45,9816,8791,29.85
2013/11/13 13:00,7.2,25.68,0.47,0.44,9803,8301,29.89
2013/11/13 14:00,7.2,26.7,0.46,0.47,9728,8089,30.12
2013/11/13 15:00,7.2,41.42,0.43,0.45,7763,8015,18.81
2013/11/13 16:00,7.2,29.85,0.44,0.45,5744,7931,33.95
2013/11/13 17:00,7.2,29.36,0.4,0.43,5825,8030,25.06
2013/11/13 18:00,7.2,29.22,0.38,0.43,5761,8623,33.85
2013/11/13 19:00,7.15,31.67,0.37,0.49,9559,9213,25.53
2013/11/13 20:00,7.14,26,0.46,0.52,9842,8856,34.75
2013/11/13 21:00,7.14,22.24,0.49,0.54,9841,8573,24.79
2013/11/13 22:00,7.15,19.89,0.49,0.54,9883,8641,29.65
2013/11/13 23:00,7.16,19.74,0.5,0.55,9929,8392,29.51
2013/11/14 0:00,7.16,19.16,0.53,0.58,9926,7248,29.52
2013/11/14 1:00,7.15,25.15,0.49,0.54,7437,6511,26.22
2013/11/14 2:00,7.16,24.65,0.47,0.53,5856,6010,24.93
2013/11/14 3:00,7.15,27.25,0.41,0.5,5853,6053,24.94
2013/11/14 4:00,7.15,27.98,0.42,0.56,5797,5881,25.19
2013/11/14 5:00,7.15,31.45,0.44,0.59,5804,5925,25.16
2013/11/14 6:00,7.16,33.06,0.44,0.59,5766,6456,25.15
2013/11/14 7:00,7.15,80,0.46,0.63,6591,7094,29.59
2013/11/14 8:00,7.16,35.31,0.45,0.64,9771,8142,29.99
2013/11/14 9:00,7.16,24.16,0.6,0.7,9842,8913,29.77
2013/11/14 10:00,7.16,13.22,0.54,0.6,9855,8979,24.76
2013/11/14 11:00,7.16,12.01,0.57,0.62,9829,8847,29.81
2013/11/14 12:00,7.16,12.72,0.58,0.65,9861,8792,29.71
2013/11/14 13:00,7.17,15,0.55,0.64,9861,8244,24.74
2013/11/14 14:00,7.17,21.07,0.57,0.68,9816,7711,29.85
2013/11/14 15:00,7.17,23.34,0.62,0.74,9752,7386,25.02
2013/11/14 16:00,7.17,22.53,0.76,0.77,7354,7510,33.18
2013/11/14 17:00,7.16,26.44,0.53,0.66,5791,8031,33.18
2013/11/14 18:00,7.17,25.79,0.5,0.65,6152,8731,23.89
2013/11/14 19:00,7.2,11.79,0.45,0.61,9747,9000,30.06
2013/11/14 20:00,7.22,5.51,0.66,0.67,9796,9001,24.91
2013/11/14 21:00,7.22,14.1,0.67,0.72,9871,8735,24.72
2013/11/14 22:00,7.22,16.01,0.67,0.7,9879,8672,24.7
2013/11/14 23:00,7.2,14.93,0.66,0.71,9910,8169,29.57
2013/11/15 0:00,7.19,11.89,0.66,0.73,9900,7175,24.65
2013/11/15 1:00,7.19,12.8,0.6,0.69,8119,6454,29.93
2013/11/15 2:00,7.19,11.94,0.55,0.66,5834,6307,25.03
2013/11/15 3:00,7.18,16.76,0.52,0.65,5837,5417,25.01
2013/11/15 4:00,7.19,17.65,0.51,0.63,5799,5425,25.18
2013/11/15 5:00,7.18,19.11,0.52,0.64,5795,5814,25.19
2013/11/15 6:00,7.18,23.89,0.65,0.75,5772,6247,25.29
2013/11/15 7:00,7.19,22.34,1.93,1.86,5825,7111,25.06
2013/11/15 8:00,7.2,26.25,1.25,1.34,9723,8488,25.1
2013/11/15 9:00,7.19,19.49,0.8,0.96,9797,8921,24.91
2013/11/15 10:00,7.19,13.2,0.7,0.82,9829,9385,29.81
2013/11/15 11:00,7.18,11.05,0.75,0.86,9819,8865,24.85
2013/11/15 12:00,7.18,10.04,0.79,0.88,9833,8855,29.8
2013/11/15 13:00,7.18,10.98,0.73,0.8,9822,8740,24.84
2013/11/15 14:00,7.18,12.08,0.76,0.87,9794,8125,24.91
2013/11/15 15:00,7.17,15.48,0.77,0.86,9801,8469,29.89
2013/11/15 16:00,7.18,18.94,0.7,0.78,7501,8423,26
2013/11/15 17:00,7.19,19.05,0.6,0.74,5754,8628,25.55
2013/11/15 18:00,7.2,28.76,0.64,0.8,6874,8805,28.37
2013/11/15 19:00,7.2,25.64,0.64,0.72,9685,9222,30.25
2013/11/15 20:00,7.21,20.97,0.71,0.8,9754,8953,26
2013/11/15 21:00,7.21,16.47,0.67,0.76,9866,8365,24.73
2013/11/15 22:00,7.21,14.24,0.71,0.77,9887,8350,29.63
2013/11/15 23:00,7.21,15.31,0.76,0.76,9948,8181,24.53
2013/11/16 0:00,7.2,13.58,0.76,0.76,9918,7576,29.54
2013/11/16 1:00,7.21,19.33,0.74,0.72,8439,7010,28.91
2013/11/16 2:00,7.21,12.61,0.64,0.73,5864,6317,25.07
2013/11/16 3:00,7.21,15.98,0.6,0.64,5838,6163,33.4
2013/11/16 4:00,7.21,18.55,0.57,0.63,5830,5778,25.21
2013/11/16 5:00,7.21,20.47,0.54,0.62,5824,5829,33.48
2013/11/16 6:00,7.22,20.33,0.53,0.67,5770,5861,25.48
2013/11/16 7:00,7.22,25.08,0.51,0.62,5777,6442,33.75
2013/11/16 8:00,7.22,28.35,0.54,0.66,8485,8126,28.76
2013/11/16 9:00,7.22,27.59,0.89,0.94,9704,8764,25.14
2013/11/16 10:00,7.22,22.21,0.78,0.86,9746,8988,30.06
2013/11/16 11:00,7.21,17.37,0.77,0.77,9842,8875,24.79
2013/11/16 12:00,7.2,14.5,0.75,0.78,9816,9022,24.86
2013/11/16 13:00,7.21,13.35,0.86,0.83,9852,8487,29.74
2013/11/16 14:00,7.2,12.47,0.8,0.82,9833,7977,24.81
2013/11/16 15:00,7.2,16.42,0.81,0.85,9798,8055,24.9
2013/11/16 16:00,7.2,19.71,0.87,0.96,9756,8008,30.03
2013/11/16 17:00,7.2,20.06,0.88,0.93,6113,8422,24.05
2013/11/16 18:00,7.2,20.3,0.76,0.87,5764,8683,33.83
2013/11/16 19:00,7.21,33.85,0.63,0.77,6780,8920,28.76
2013/11/16 20:00,7.21,28.69,0.64,0.71,9715,8533,30.16
2013/11/16 21:00,7.22,22.89,0.81,0.83,9825,8198,24.83
2013/11/16 22:00,7.21,17.09,0.83,0.86,9881,8073,29.65
2013/11/16 23:00,7.22,18.56,0.81,0.86,9932,7747,24.57
2013/11/17 0:00,7.22,20.73,0.87,0.9,9341,6878,26.12
2013/11/17 1:00,7.22,16.72,0.7,0.77,5849,6125,25.13
2013/11/17 2:00,7.22,14.25,0.65,0.83,5873,5983,33.2
2013/11/17 3:00,7.21,18.23,0.6,0.72,5828,5833,25.22
2013/11/17 4:00,7.22,19.99,0.58,0.69,5824,5522,33.48
2013/11/17 5:00,7.22,21.97,0.56,0.67,5824,5770,25.24
2013/11/17 6:00,7.22,24.52,0.52,0.63,5743,5744,33.95
2013/11/17 7:00,7.22,25.94,0.49,0.61,5744,6952,25.59
2013/11/17 8:00,7.22,49.86,0.51,0.65,7133,7456,27.34
2013/11/17 9:00,7.22,34.82,1.01,1.09,9623,8292,25.36
2013/11/17 10:00,7.21,33.71,0.85,0.96,9666,9164,30.31
2013/11/17 11:00,7.22,28.55,0.91,0.96,9773,8778,24.97
2013/11/17 12:00,7.22,20.61,0.77,0.89,9789,8768,29.93
2013/11/17 13:00,7.22,17.01,0.83,0.86,9824,8145,24.84
2013/11/17 14:00,7.22,15.99,0.91,1.07,9818,7430,29.84
2013/11/17 15:00,7.22,16.61,0.97,1.07,9826,7865,24.83
2013/11/17 16:00,7.21,23.17,0.86,1.01,7960,7870,24.5
2013/11/17 17:00,7.22,25.82,0.77,0.95,5786,8010,25.23
2013/11/17 18:00,7.21,27.27,0.66,0.8,5799,8550,33.63
2013/11/17 19:00,7.21,31.32,0.56,0.77,7806,8898,24.98
2013/11/17 20:00,7.21,32.96,0.66,0.82,9687,8510,25.19
2013/11/17 21:00,7.21,31.54,0.85,0.9,9770,8275,29.99
2013/11/17 22:00,7.21,24.09,0.83,0.88,9853,8283,24.76
2013/11/17 23:00,7.22,25.84,0.84,0.88,9889,7835,29.63
2013/11/18 0:00,7.22,24.8,0.84,0.88,9932,6821,24.57
2013/11/18 1:00,7.22,21.25,0.73,0.79,7322,6324,26.63
2013/11/18 2:00,7.21,18.39,0.62,0.72,5859,5756,24.92
2013/11/18 3:00,7.22,16.95,0.6,0.71,5844,5698,25.15
2013/11/18 4:00,7.22,21.66,0.56,0.67,5836,5692,33.41
2013/11/18 5:00,7.21,21.74,0.54,0.67,5822,5677,25.25
2013/11/18 6:00,7.22,23.57,0.54,0.69,5786,5685,25.41
2013/11/18 7:00,7.22,27.52,0.54,0.68,5757,6847,25.53
2013/11/18 8:00,7.21,42,0.62,1.28,6896,8336,28.28
2013/11/18 9:00,7.3,36.81,0.9,0.97,9635,9280,25.32
2013/11/18 10:00,7.3,36.25,0.85,0.97,9589,9228,30.56
2013/11/18 11:00,7.3,31.87,0.81,0.91,9704,9281,25.14
2013/11/18 12:00,7.3,24.5,0.79,0.91,9769,9219,29.99
2013/11/18 13:00,7.3,22.39,0.93,1.04,9821,8858,24.84
2013/11/18 14:00,7.3,21.01,0.95,1.08,9813,8409,29.86
2013/11/18 15:00,7.3,21.22,1.02,1.16,9810,8666,24.87
2013/11/18 16:00,7.3,19.68,1.01,1.21,9803,8807,24.89
2013/11/18 17:00,7.3,27.54,1,1.2,9721,8703,30.14
2013/11/18 18:00,7.3,32.87,0.93,1.1,9707,9224,25.14
2013/11/18 19:00,7.3,32.86,0.88,1.04,9672,9291,25.23
2013/11/18 20:00,7.3,30.01,0.93,1.09,9677,8783,30.28
2013/11/18 21:00,7.3,27.25,0.94,1.08,9745,8821,25.04
2013/11/18 22:00,7.3,24.26,0.95,1.06,9845,8667,29.76
2013/11/18 23:00,7.3,24.54,0.96,1.08,9857,8268,24.75
2013/11/19 0:00,7.23,23.93,0.87,1.04,6507,7508,29.97
2013/11/19 1:00,7.23,23.08,0.68,0.85,5869,6467,33.23
2013/11/19 2:00,7.22,21.77,0.63,0.84,5872,6278,25.03
2013/11/19 3:00,7.23,19.86,0.67,0.83,5893,6108,24.94
2013/11/19 4:00,7.23,19.51,0.61,0.81,5840,5738,33.39
2013/11/19 5:00,7.23,22.03,0.6,0.77,5792,5776,25.38
2013/11/19 6:00,7.23,24.88,0.59,0.77,5753,6216,25.38
2013/11/19 7:00,7.22,33.62,0.61,0.81,6870,7151,28.38
2013/11/19 8:00,7.22,31.8,0.66,0.83,9696,8676,25.17
2013/11/19 9:00,7.22,39.59,0.84,0.98,9696,8676,25.23
2013/11/19 10:00,7.22,37.63,0.79,0.95,9623,9000,25.36
2013/11/19 11:00,7.22,33.24,0.86,0.9,9642,8901,30.39
2013/11/19 12:00,7.22,29.71,0.93,1,9696,8367,25.17
2013/11/19 13:00,7.22,23.61,0.93,1,9758,8324,30.03
2013/11/19 14:00,7.22,22.06,0.93,0.98,9811,7874,24.87
2013/11/19 15:00,7.22,21.75,0.86,1.15,9819,8028,24.85
2013/11/19 16:00,7.22,21.62,0.79,0.92,9803,8383,29.89
2013/11/19 17:00,7.22,22.04,0.75,0.86,7999,8100,24.38
2013/11/19 18:00,7.23,21.4,0.7,0.8,6507,7508,22.44
2013/11/19 19:00,7.23,24.82,0.62,0.74,5759,8884,25.35
2013/11/19 20:00,7.22,28.52,0.67,0.74,9078,8299,26.88
2013/11/19 21:00,7.22,24.45,0.87,0.97,9647,8224,30.37
2013/11/19 22:00,7.22,19.93,0.94,0.98,9744,8139,25.04
2013/11/19 23:00,7.22,23.58,0.95,1,9836,7802,29.79
2013/11/20 0:00,7.23,26.66,0.93,0.99,9878,6820,29.66
2013/11/20 1:00,7.22,24.84,0.84,0.91,7230,6460,26.97
2013/11/20 2:00,7.23,22.73,0.71,0.81,5885,5455,24.81
2013/11/20 3:00,7.22,22.64,0.6,0.72,5908,5374,24.71
2013/11/20 4:00,7.23,19.08,0.56,0.68,5852,5376,33.15
2013/11/20 5:00,7.22,18.39,0.54,0.66,5858,5361,24.92
2013/11/20 6:00,7.23,27.11,0.51,0.64,5819,5417,25.09
2013/11/20 7:00,7.22,22.94,0.49,0.62,5775,6821,25.28
2013/11/20 8:00,7.22,20.34,0.52,0.64,6377,8128,30.58
2013/11/20 9:00,7.3,29.34,0.58,0.89,9618,8609,25.37
2013/11/20 10:00,7.3,32.33,0.9,0.92,9542,8913,25.57
2013/11/20 11:00,7.3,27.42,0.94,0.97,9678,8902,30.27
2013/11/20 12:00,7.3,26.08,0.88,0.99,9726,8810,30.13
2013/11/20 13:00,7.3,20.08,0.92,1.04,9769,8279,24.98
2013/11/20 14:00,7.3,19.64,0.95,1.06,9787,7896,29.94
2013/11/20 15:00,7.3,18.44,0.99,1.11,9798,8170,24.9
2013/11/20 16:00,7.3,16.1,0.87,1,6562,8045,29.72
2013/11/20 17:00,7.3,14.89,0.7,0.82,5810,8315,25.13
2013/11/20 18:00,7.3,19.92,0.64,0.83,6080,8830,32.07
2013/11/20 19:00,7.3,21.67,0.58,0.74,9720,8880,25.1
2013/11/20 20:00,7.22,21.3,0.79,0.84,9668,8481,30.31
2013/11/20 21:00,7.22,19.62,0.88,0.95,9711,8364,25.13
2013/11/20 22:00,7.22,17.47,0.95,0.97,9735,8396,25.06
2013/11/20 23:00,7.22,14.46,0.91,0.99,9818,7938,29.84
2013/11/21 0:00,7.22,19.23,0.93,0.99,9874,6760,29.67
2013/11/21 1:00,7.22,23.65,0.87,0.91,7822,6217,24.93
2013/11/21 2:00,7.23,21.41,0.74,0.82,5886,6280,24.8
2013/11/21 3:00,7.22,19.76,0.69,0.83,5884,6238,32.97
2013/11/21 4:00,7.22,17.85,0.66,0.82,5882,5747,24.82
2013/11/21 5:00,7.22,15.49,0.59,0.74,5831,5408,25.04
2013/11/21 6:00,7.22,19.16,0.55,0.7,5823,5665,25.07
2013/11/21 7:00,7.22,22.37,0.54,0.67,5783,6942,25.25
2013/11/21 8:00,7.22,26.75,0.65,0.69,7857,8658,24.82
2013/11/21 9:00,7.3,26.19,0.69,0.81,9660,9174,25.26
2013/11/21 10:00,7.3,31.43,0.8,1.03,9650,9303,25.28
2013/11/21 11:00,7.3,42.8,0.83,0.87,9626,9237,30.44
2013/11/21 12:00,7.3,30.08,0.87,0.94,9639,8877,25.31
2013/11/21 13:00,7.3,21.39,0.83,0.95,9718,8771,30.15
2013/11/21 14:00,7.3,17.08,0.88,0.95,9735,8297,25.06
2013/11/21 15:00,7.3,21.59,0.92,1.03,9799,8334,29.9
2013/11/21 16:00,7.3,19.4,0.98,1.09,9795,8458,24.91
2013/11/21 17:00,7.21,17.72,0.98,1.11,9760,8496,25
2013/11/21 18:00,7.21,15.82,0.92,1.07,9739,8834,30.09
2013/11/21 19:00,7.21,16.22,0.84,1,9759,8803,30.02
2013/11/21 20:00,7.21,18.75,0.84,0.91,9698,8528,25.16
2013/11/21 21:00,7.21,18.47,0.89,0.96,9649,8274,25.29
2013/11/21 22:00,7.21,17.58,0.79,0.91,5949,8481,32.78
2013/11/21 23:00,7.21,14.91,0.72,0.84,5785,8188,33.71
2013/11/22 0:00,7.21,15.43,0.63,0.77,5846,6977,24.97
2013/11/22 1:00,7.22,21.4,0.56,0.7,5885,6431,24.81
2013/11/22 2:00,7.21,21.57,0.75,0.86,5887,5487,24.8
2013/11/22 3:00,7.21,19.82,0.76,0.91,5856,5768,24.93
2013/11/22 4:00,7.21,17.3,0.7,0.86,5841,5521,25
2013/11/22 5:00,7.21,15.38,0.6,0.73,5861,5475,24.91
2013/11/22 6:00,7.21,16.32,0.56,0.69,5839,5655,25
2013/11/22 7:00,7.21,19.76,0.55,0.67,5763,6569,25.33
2013/11/22 8:00,7.21,26.38,0.6,0.7,9068,8052,26.91
2013/11/22 9:00,7.21,26.92,0.75,0.86,9650,8676,30.36
2013/11/22 10:00,7.2,27.76,0.69,0.8,9584,9157,25.46
2013/11/22 11:00,7.21,33.47,0.88,0.96,9589,9062,25.45
2013/11/22 12:00,7.2,32.36,0.85,0.95,9629,8860,30.43
2013/11/22 13:00,7.2,26.51,0.85,0.94,9631,8465,25.33
2013/11/22 14:00,7.2,17.72,0.86,0.96,9745,8150,25.04
2013/11/22 15:00,7.2,21.1,0.9,1.01,9740,8133,25.05
2013/11/22 16:00,7.2,19.92,0.88,1,9779,8414,34.87
2013/11/22 17:00,7.2,20.38,0.93,1.04,9806,8523,29.88
2013/11/22 18:00,7.21,18.09,0.99,1.13,9819,9048,24.85
2013/11/22 19:00,7.21,18.82,0.94,1.1,9746,8788,25.04
2013/11/22 20:00,7.21,18.22,0.9,1,9761,8540,25
2013/11/22 21:00,7.2,22.57,0.89,0.95,9688,8068,30.24
2013/11/22 22:00,7.21,20.12,1,1.13,9297,8209,26.25
2013/11/22 23:00,7.21,17.62,0.8,0.89,5783,7695,25.42
2013/11/23 0:00,7.21,15.47,0.74,0.83,5835,7083,33.42
2013/11/23 1:00,7.21,17.22,0.66,0.78,5825,6331,25.06
2013/11/23 2:00,7.21,21.58,0.78,0.77,5870,6014,24.87
2013/11/23 3:00,7.21,18.15,0.82,0.85,5872,5459,24.86
2013/11/23 4:00,7.21,16.4,0.76,0.8,5853,5339,24.94
2013/11/23 5:00,7.21,13.39,0.67,0.74,5842,5338,33.38
2013/11/23 6:00,7.22,13.16,0.61,0.66,5793,5313,25.2
2013/11/23 7:00,7.21,14.12,0.58,0.64,5792,6616,25.21
2013/11/23 8:00,7.2,15.4,0.57,0.62,5874,7829,41.54
2013/11/23 9:00,7.2,22.48,0.75,0.69,9720,8951,25.1
2013/11/23 10:00,7.2,22.69,0.83,0.9,9676,9073,25.22
2013/11/23 11:00,7.2,24.16,0.8,0.89,9629,9093,30.43
2013/11/23 12:00,7.19,27.62,0.8,0.91,9623,9015,25.36
2013/11/23 13:00,7.19,23.55,0.8,0.85,9634,8217,25.33
